bar_index,timestamp_utc,ob_type,strength,zone_low,zone_high,pivot_level,detected_at_bar,detected_at_ts,n_candles_in_move,has_fvg,structure_broken_type,consumed,consumed_at_bar,notes_algo
10,2026-05-14T16:00:00+00:00,OB-,VERY_STRONG,81264.0,81368.0,81316.0,23,2026-05-16T20:00:00+00:00,10,True,NEW_LOW,False,,"strength=VERY_STRONG, move_candles=10, fvg=yes, broke_NEW_LOW, detected_13_bars_later"
