bar_index,timestamp_utc,ob_type,strength,zone_low,zone_high,pivot_level,detected_at_bar,detected_at_ts,n_candles_in_move,has_fvg,structure_broken_type,consumed,consumed_at_bar,notes_algo
9,2026-05-14T12:00:00+00:00,OB-,VERY_STRONG,2252.8,2297.5,2275.15,18,2026-05-16T00:00:00+00:00,6,True,NEW_LOW,False,,"strength=VERY_STRONG, move_candles=6, fvg=yes, broke_NEW_LOW, detected_9_bars_later"
